store_id,sku_id,baseline_median,baseline_mad
3,P01381,11.61,0.01
3,P01382,4.3,0.01
3,P01383,5.42,0.01
3,P01384,9.89,0.01
3,P01385,3.53,0.01
3,P01386,3.74,0.01
3,P01387,2.47,0.01
3,P01388,6.73,0.01
3,P01389,4.43,0.01
3,P01390,5.85,0.01
3,P01391,3.46,0.01
3,P01392,3.72,0.01
3,P01393,6.8,0.01
3,P01394,3.38,0.01
3,P01395,3.95,0.01
3,P01396,8.81,0.01
3,P01398,7.07,0.01
3,P01400,10.83,0.01
3,P01401,9.71,0.01
3,P01402,9.58,0.01
3,P01403,4.65,0.01
3,P01404,5.35,0.01
3,P01405,7.41,0.01
3,P01406,9.91,0.01
3,P01407,5.67,0.01
3,P01408,4.34,0.01
3,P01409,3.52,0.01
3,P01410,2.17,0.01
3,P01411,2.65,0.01
3,P01412,3.59,0.01
3,P01413,7.46,0.01
3,P01414,7.46,0.01
3,P01415,7.31,0.01
3,P01416,4.9,0.01
3,P01417,8.28,0.01
3,P01418,7.72,0.01
3,P01419,8.36,0.01
3,P01420,10.92,0.01
3,P01421,10.15,0.01
3,P01422,2.87,0.01
3,P01423,3.39,0.01
3,P01425,3.78,0.01
3,P01426,5.66,0.01
3,P01427,4.93,0.01
3,P01428,3.24,0.01
3,P01429,5.0,0.01
3,P01430,6.98,0.01
3,P01431,7.32,0.01
3,P01432,1.98,0.01
3,P01433,3.15,0.01
3,P01434,2.32,0.01
3,P01435,3.83,0.01
3,P01436,8.81,0.01
3,P01437,7.54,0.01
3,P01438,1.83,0.01
3,P01439,5.5,0.01
3,P01440,13.37,0.01
3,P01441,4.25,0.01
3,P01442,5.21,0.01
3,P01443,10.33,0.01
3,P01444,7.59,0.01
3,P01445,5.59,0.01
3,P01446,2.76,0.01
3,P01447,1.81,0.01
3,P01448,3.5,0.01
3,P01449,6.21,0.01
3,P01450,6.13,0.01
3,P01451,2.4,0.01
3,P01452,2.26,0.01
3,P01453,8.68,0.01
3,P01454,2.36,0.01
3,P01455,3.25,0.01
3,P01456,2.96,0.01
3,P01457,5.78,0.01
3,P01458,2.27,0.01
3,P01459,8.58,0.01
3,P01460,3.88,0.01
3,P01461,7.89,0.01
3,P01462,8.83,0.01
3,P01463,2.16,0.01
3,P01464,7.6,0.01
3,P01465,6.55,0.01
3,P01466,7.87,0.01
3,P01467,11.87,0.01
3,P01468,3.04,0.01
3,P01469,11.13,0.01
3,P01470,5.13,0.01
3,P01471,3.01,0.01
3,P01472,2.64,0.01
3,P01473,2.81,0.01
3,P01474,7.59,0.01
3,P01475,2.99,0.01
3,P01476,8.59,0.01
3,P01477,5.63,0.01
3,P01478,4.81,0.01
3,P01479,9.42,0.01
3,P01480,2.26,0.01
3,P01481,9.29,0.01
3,P01482,4.14,0.01
3,P01483,7.85,0.01
3,P01484,12.95,0.01
3,P01485,4.6,0.01
3,P01486,12.81,0.01
3,P01487,4.26,0.01
3,P01488,4.17,0.01
3,P01489,2.69,0.01
3,P01490,3.93,0.01
3,P01491,4.59,0.01
3,P01492,4.58,0.01
3,P01493,1.93,0.01
3,P01494,7.73,0.01
3,P01495,3.64,0.01
3,P01496,2.55,0.01
3,P01497,3.19,0.01
3,P01498,2.11,0.01
3,P01499,1.99,0.01
3,P01500,3.66,0.01
4,P00001,2.83,0.01
4,P00002,2.9,0.01
4,P00003,2.36,0.01
4,P00004,11.32,0.01
4,P00005,4.45,0.01
4,P00006,7.27,0.01
4,P00007,3.11,0.01
4,P00008,5.15,0.01
4,P00009,2.66,0.01
4,P00010,4.96,0.01
4,P00011,2.72,0.01
4,P00012,7.03,0.01
4,P00013,8.66,0.01
4,P00014,5.67,0.01
4,P00015,6.11,0.01
4,P00016,9.25,0.01
4,P00017,6.88,0.01
4,P00018,2.79,0.01
4,P00019,3.49,0.01
4,P00020,1.92,0.01
4,P00021,11.05,0.01
4,P00022,4.42,0.01
4,P00023,2.51,0.01
4,P00024,3.15,0.01
4,P00025,3.61,0.01
4,P00026,4.7,0.01
4,P00027,6.8,0.01
4,P00028,2.32,0.01
4,P00029,3.12,0.01
4,P00030,11.72,0.01
4,P00031,9.76,0.01
4,P00032,3.18,0.01
4,P00033,5.07,0.01
4,P00034,3.5,0.01
4,P00035,10.35,0.01
4,P00036,4.42,0.01
4,P00037,4.86,0.01
4,P00038,2.31,0.01
4,P00039,7.1,0.01
4,P00040,3.82,0.01
4,P00041,4.29,0.01
4,P00042,8.42,0.01
4,P00043,3.28,0.01
4,P00044,5.53,0.01
4,P00045,7.93,0.01
4,P00046,10.35,0.01
4,P00047,3.58,0.01
4,P00048,6.5,0.01
4,P00049,2.84,0.01
4,P00050,9.84,0.01
4,P00051,6.54,0.01
4,P00052,5.29,0.01
4,P00053,3.77,0.01
4,P00054,7.6,0.01
4,P00055,9.22,0.01
4,P00056,4.46,0.01
4,P00057,2.52,0.01
4,P00058,11.06,0.01
4,P00059,7.0,0.01
4,P00060,9.61,0.01
4,P00061,4.91,0.01
4,P00062,5.4,0.01
4,P00063,2.88,0.01
4,P00064,7.19,0.01
4,P00065,8.53,0.01
4,P00066,3.93,0.01
4,P00067,2.17,0.01
4,P00068,2.48,0.01
4,P00069,9.14,0.01
4,P00070,5.55,0.01
4,P00071,3.34,0.01
4,P00072,3.77,0.01
4,P00073,10.65,0.01
4,P00074,3.62,0.01
4,P00075,4.97,0.01
4,P00077,2.73,0.01
4,P00078,6.08,0.01
4,P00079,6.11,0.01
4,P00080,3.56,0.01
4,P00081,9.54,0.01
4,P00082,17.68,0.01
4,P00083,9.87,0.01
4,P00084,6.46,0.01
4,P00086,4.78,0.01
4,P00087,2.34,0.01
4,P00088,6.81,0.01
4,P00089,3.73,0.01
4,P00090,3.04,0.01
4,P00091,3.42,0.01
4,P00092,2.69,0.01
4,P00093,5.91,0.01
4,P00094,6.89,0.01
4,P00095,3.23,0.01
4,P00096,5.86,0.01
4,P00097,3.99,0.01
4,P00098,3.38,0.01
4,P00099,5.09,0.01
4,P00100,5.48,0.01
4,P00101,5.09,0.01
4,P00102,3.88,0.01
4,P00103,2.82,0.01
4,P00105,4.41,0.01
4,P00106,3.27,0.01
4,P00107,2.51,0.01
4,P00108,5.03,0.01
4,P00109,7.02,0.01
4,P00110,5.65,0.01
4,P00111,9.18,0.01
4,P00112,3.95,0.01
4,P00113,4.26,0.01
4,P00114,3.59,0.01
4,P00115,2.81,0.01
4,P00116,6.87,0.01
4,P00117,5.66,0.01
4,P00118,6.16,0.01
4,P00119,4.75,0.01
4,P00120,2.56,0.01
4,P00121,2.41,0.01
4,P00122,3.12,0.01
4,P00123,2.54,0.01
4,P00124,3.38,0.01
4,P00125,3.28,0.01
4,P00126,3.25,0.01
4,P00127,3.98,0.01
4,P00128,7.39,0.01
4,P00129,3.98,0.01
4,P00130,9.17,0.01
4,P00131,15.23,0.01
4,P00132,7.06,0.01
4,P00134,6.13,0.01
4,P00135,16.05,0.01
4,P00136,1.57,0.01
4,P00137,8.0,0.01
4,P00138,3.94,0.01
4,P00139,2.09,0.01
4,P00140,5.33,0.01
4,P00141,4.55,0.01
4,P00142,6.8,0.01
4,P00143,2.11,0.01
4,P00144,8.38,0.01
4,P00145,3.69,0.01
4,P00146,2.43,0.01
4,P00147,3.97,0.01
4,P00148,4.35,0.01
4,P00149,3.11,0.01
4,P00150,2.97,0.01
4,P00151,1.82,0.01
4,P00152,3.77,0.01
4,P00153,5.95,0.01
4,P00154,9.06,0.01
4,P00155,10.98,0.01
4,P00156,5.03,0.01
4,P00157,7.26,0.01
4,P00158,8.5,0.01
4,P00159,1.56,0.01
4,P00160,3.5900000000000003,2.6000000000000005
4,P00161,6.77,0.01
4,P00162,2.1,0.01
4,P00163,10.04,0.01
4,P00164,2.44,0.01
4,P00165,7.04,0.01
4,P00166,3.93,0.01
4,P00167,3.56,0.01
4,P00168,3.18,0.01
4,P00169,4.46,0.01
4,P00170,8.81,0.01
4,P00171,2.89,0.01
4,P00172,9.27,0.01
4,P00173,4.83,0.01
4,P00174,3.0,0.01
4,P00175,7.77,0.01
4,P00176,8.04,0.01
4,P00177,8.14,0.01
4,P00178,3.78,0.01
4,P00179,3.66,0.01
4,P00180,3.04,0.01
4,P00181,4.48,0.01
4,P00182,3.6,0.01
4,P00183,13.76,0.01
4,P00184,7.61,0.01
4,P00185,3.69,0.01
4,P00186,3.68,0.01
4,P00187,5.0,4.01
4,P00188,8.04,0.01
4,P00189,7.05,0.01
4,P00191,2.04,0.01
4,P00192,6.75,0.01
4,P00193,4.01,0.01
4,P00194,9.75,0.01
4,P00195,3.49,0.01
4,P00196,2.0,0.01
4,P00197,3.83,0.01
4,P00198,2.41,0.01
4,P00199,3.88,0.01
4,P00200,2.17,0.01
4,P00201,8.51,0.01
4,P00202,2.64,0.01
4,P00203,2.67,0.01
4,P00204,7.42,0.01
4,P00205,4.53,0.01
4,P00206,2.46,0.01
4,P00207,2.51,0.01
4,P00208,4.27,0.01
4,P00209,7.43,0.01
4,P00210,8.65,0.01
4,P00211,7.96,0.01
4,P00214,7.32,0.01
4,P00215,2.43,0.01
4,P00216,2.76,0.01
4,P00217,2.64,0.01
4,P00218,4.51,0.01
4,P00219,4.02,0.01
4,P00220,10.19,0.01
4,P00222,3.71,0.01
4,P00223,7.78,0.01
4,P00224,3.68,0.01
4,P00226,5.26,0.01
4,P00227,2.72,0.01
4,P00228,10.39,0.01
4,P00229,2.8,0.01
4,P00230,5.09,0.01
4,P00231,2.52,0.01
4,P00232,3.95,0.01
4,P00233,10.74,0.01
4,P00236,4.91,0.01
4,P00237,3.4,0.01
4,P00238,16.35,0.01
4,P00239,8.01,0.01
4,P00240,4.55,0.01
4,P00242,4.09,0.01
4,P00243,3.61,0.01
4,P00244,5.12,0.01
4,P00245,2.73,0.01
4,P00246,3.44,0.01
4,P00247,8.84,0.01
4,P00248,7.21,0.01
4,P00249,20.09,0.01
4,P00250,13.96,0.01
4,P00251,4.7,0.01
4,P00252,12.67,0.01
4,P00253,7.82,0.01
4,P00254,4.19,0.01
4,P00255,6.08,0.01
4,P00257,18.03,0.01
4,P00258,8.5,0.01
4,P00259,1.63,0.01
4,P00260,6.41,0.01
4,P00261,2.39,0.01
4,P00262,2.44,0.01
4,P00263,3.29,0.01
4,P00264,7.12,0.01
4,P00265,2.95,0.01
4,P00266,5.08,0.01
4,P00267,3.5,0.01
4,P00269,2.92,0.01
4,P00270,6.18,0.01
4,P00272,6.05,0.01
4,P00273,5.88,0.01
4,P00274,12.66,0.01
4,P00275,8.75,0.01
4,P00276,11.36,0.01
4,P00277,2.63,0.01
4,P00278,2.16,0.01
4,P00279,4.11,0.01
4,P00280,4.22,0.01
4,P00281,4.04,0.01
4,P00282,3.24,0.01
4,P00283,2.91,0.01
4,P00284,1.97,0.01
4,P00285,7.45,0.01
4,P00286,1.75,0.01
4,P00287,5.1,0.01
4,P00288,4.58,0.01
4,P00289,10.67,0.01
4,P00290,8.1,0.01
4,P00291,12.23,0.01
4,P00292,7.26,0.01
4,P00293,2.7,0.01
4,P00295,5.04,0.01
4,P00296,5.64,0.01
4,P00297,5.64,0.01
4,P00298,10.36,0.01
4,P00299,2.55,0.01
4,P00300,3.1,0.01
4,P00301,3.04,0.01
4,P00303,2.83,0.01
4,P00304,3.19,0.01
4,P00305,7.79,0.01
4,P00306,3.02,0.01
4,P00307,2.56,0.01
4,P00308,7.24,0.01
4,P00309,2.97,0.01
4,P00310,3.46,0.01
4,P00311,2.33,0.01
4,P00312,3.54,0.01
4,P00313,2.93,0.01
4,P00314,1.65,0.01
4,P00315,2.12,0.01
4,P00316,9.11,0.01
4,P00317,3.86,0.01
4,P00318,2.6,0.01
4,P00319,7.42,0.01
4,P00320,17.21,0.01
4,P00321,13.86,0.01
4,P00322,6.65,0.01
4,P00323,3.29,0.01
4,P00324,6.88,0.01
4,P00325,6.64,0.01
4,P00327,4.9,0.01
4,P00328,2.26,0.01
4,P00329,2.76,0.01
4,P00330,3.15,0.01
4,P00331,8.7,0.01
4,P00333,4.81,0.01
4,P00334,2.72,0.01
4,P00335,3.01,0.01
4,P00336,12.16,0.01
4,P00337,7.38,0.01
4,P00338,1.44,0.01
4,P00339,2.07,0.01
4,P00340,4.66,0.01
4,P00341,2.93,0.01
4,P00344,9.7,0.01
4,P00345,4.07,0.01
4,P00346,3.11,0.01
4,P00347,3.24,0.01
4,P00349,2.8,0.01
4,P00350,3.52,0.01
4,P00351,3.63,0.01
4,P00352,2.38,0.01
4,P00353,6.65,0.01
4,P00354,5.6,0.01
4,P00355,1.92,0.01
4,P00356,3.63,0.01
4,P00357,3.22,0.01
4,P00359,3.08,0.01
4,P00360,9.59,0.01
4,P00361,2.87,0.01
4,P00362,2.81,0.01
4,P00363,3.72,0.01
4,P00364,10.56,0.01
4,P00365,2.73,0.01
4,P00366,8.72,0.01
4,P00367,8.11,0.01
4,P00368,5.26,0.01
4,P00369,6.25,0.01
4,P00370,4.04,0.01
4,P00371,9.32,0.01
4,P00372,1.65,0.01
4,P00373,2.9,0.01
4,P00374,2.53,0.01
4,P00375,6.09,0.01
4,P00376,4.12,0.01
4,P00377,3.31,0.01
4,P00378,2.96,0.01
4,P00379,5.56,0.01
4,P00380,3.31,0.01
4,P00381,8.41,0.01
4,P00382,1.9,0.01
4,P00383,4.76,0.01
4,P00384,3.04,0.01
4,P00385,4.2,0.01
4,P00386,11.57,0.01
4,P00387,2.48,0.01
4,P00388,2.62,0.01
4,P00389,4.22,0.01
4,P00390,9.47,0.01
4,P00391,4.1,0.01
4,P00392,1.49,0.01
4,P00393,2.11,0.01
4,P00394,5.35,0.01
4,P00395,15.16,0.01
4,P00396,9.62,0.01
4,P00397,4.19,0.01
4,P00398,3.02,0.01
4,P00399,3.51,0.01
4,P00400,3.96,0.01
4,P00401,4.24,0.01
4,P00402,3.64,0.01
4,P00403,7.31,0.01
4,P00404,6.01,0.01
4,P00405,4.06,0.01
4,P00406,4.16,0.01
4,P00407,2.71,0.01
4,P00409,10.53,0.01
4,P00410,15.6,0.01
4,P00411,2.03,0.01
4,P00412,2.91,0.01
4,P00413,5.35,0.01
4,P00414,5.35,0.01
4,P00415,5.24,0.01
4,P00416,4.42,0.01
4,P00417,3.6,0.01
4,P00418,3.11,0.01
4,P00419,7.02,0.01
4,P00420,2.93,0.01
4,P00421,2.61,0.01
4,P00422,2.87,0.01
4,P00423,2.62,0.01
4,P00424,5.35,0.01
4,P00425,3.68,0.01
4,P00426,2.35,0.01
4,P00427,7.76,0.01
4,P00428,6.75,0.01
4,P00429,9.59,0.01
4,P00430,4.47,0.01
4,P00431,4.1,0.01
4,P00432,2.54,0.01
4,P00433,9.11,0.01
4,P00434,2.09,0.01
4,P00435,3.0,0.01
4,P00436,2.46,0.01
4,P00437,9.4,0.01
4,P00438,5.86,0.01
4,P00439,13.58,0.01
4,P00440,2.62,0.01
4,P00441,5.2,0.01
4,P00442,6.19,0.01
4,P00443,9.33,0.01
4,P00444,2.1,0.01
4,P00445,11.9,0.01
4,P00446,14.01,0.01
4,P00447,14.32,0.01
4,P00448,3.04,0.01
4,P00449,4.09,0.01
4,P00450,2.36,0.01
4,P00451,11.78,0.01
4,P00452,4.67,0.01
4,P00453,2.75,0.01
4,P00454,10.48,0.01
4,P00455,4.93,0.01
4,P00456,2.8,0.01
4,P00457,10.02,0.01
4,P00458,3.69,0.01
4,P00460,15.61,0.01
4,P00461,2.97,0.01
4,P00462,3.56,0.01
4,P00463,5.69,0.01
4,P00464,2.64,0.01
4,P00465,6.28,0.01
4,P00466,3.24,0.01
4,P00467,4.11,0.01
4,P00469,5.03,0.01
4,P00470,3.15,0.01
4,P00471,8.55,0.01
4,P00472,3.12,0.01
4,P00473,8.17,0.01
4,P00474,4.57,0.01
4,P00475,3.08,0.01
4,P00476,4.27,0.01
4,P00477,8.05,0.01
4,P00478,5.75,0.01
4,P00479,6.3,0.01
4,P00481,5.45,0.01
4,P00482,2.89,0.01
4,P00483,3.47,0.01
4,P00484,12.72,0.01
4,P00485,10.23,0.01
4,P00486,4.27,0.01
4,P00487,6.04,0.01
4,P00488,13.2,0.01
4,P00489,3.13,0.01
4,P00490,6.79,0.01
4,P00491,2.56,0.01
4,P00492,2.63,0.01
4,P00493,2.98,0.01
4,P00494,8.75,0.01
4,P00495,9.27,0.01
4,P00496,3.9,0.01
4,P00497,2.18,0.01
4,P00498,4.1,0.01
4,P00499,5.89,0.01
4,P00500,18.8,0.01
4,P00501,3.86,0.01
4,P00502,2.27,0.01
4,P00503,8.59,0.01
4,P00504,2.72,0.01
4,P00505,2.87,0.01
4,P00506,2.05,0.01
4,P00507,8.93,0.01
4,P00508,4.7,0.01
4,P00509,2.2,0.01
4,P00510,3.17,0.01
4,P00511,22.57,0.01
4,P00512,2.19,0.01
4,P00513,5.34,0.01
4,P00514,11.11,0.01
4,P00515,8.11,0.01
4,P00516,4.62,0.01
4,P00517,5.52,0.01
4,P00518,4.54,0.01
4,P00520,4.7,0.01
4,P00521,4.32,0.01
4,P00522,3.175,0.45499999999999985
4,P00523,13.16,0.01
4,P00524,3.17,0.01
4,P00525,4.2,0.01
4,P00526,8.09,0.01
4,P00527,3.53,0.01
4,P00528,20.61,0.01
4,P00529,2.99,0.01
4,P00530,9.64,0.01
4,P00531,2.91,0.01
4,P00532,3.67,0.01
4,P00533,5.37,0.01
4,P00534,2.62,0.01
4,P00535,12.41,0.01
4,P00536,5.04,0.01
4,P00537,3.91,0.01
4,P00538,3.3,0.01
4,P00539,4.44,0.01
4,P00541,2.79,0.01
4,P00542,5.19,0.01
4,P00543,3.49,0.01
4,P00544,9.55,0.01
4,P00546,9.95,0.01
4,P00547,7.06,0.01
4,P00548,7.8,0.01
4,P00549,2.73,0.01
4,P00550,5.05,0.01
4,P00551,3.77,0.01
4,P00552,3.82,0.01
4,P00553,1.83,0.01
4,P00554,5.02,0.01
4,P00555,7.63,0.01
4,P00556,3.92,0.01
4,P00557,2.94,0.01
4,P00558,9.76,0.01
4,P00559,3.15,0.01
4,P00560,4.18,0.01
4,P00561,3.38,0.01
4,P00562,5.49,0.01
4,P00563,9.29,0.01
4,P00564,10.12,0.01
4,P00565,2.24,0.01
4,P00566,4.99,0.01
4,P00567,3.13,0.01
4,P00568,1.91,0.01
4,P00569,5.48,0.01
4,P00570,3.89,0.01
4,P00571,2.75,0.01
4,P00572,3.46,0.01
4,P00573,8.99,0.01
4,P00574,5.99,0.01
4,P00575,3.79,0.01
4,P00576,4.03,0.01
4,P00577,3.29,0.01
4,P00578,2.95,0.01
4,P00579,2.34,0.01
4,P00580,8.39,0.01
4,P00581,3.03,0.01
4,P00582,8.08,0.01
4,P00583,5.68,0.01
4,P00584,3.78,0.01
4,P00585,12.18,0.01
4,P00586,5.53,0.01
4,P00587,15.01,0.01
4,P00588,8.2,0.01
4,P00589,11.12,0.01
4,P00590,3.68,0.01
4,P00591,4.63,0.01
4,P00592,4.2,0.01
4,P00593,6.8,0.01
4,P00594,3.54,0.01
4,P00595,2.85,0.01
4,P00596,6.93,0.01
4,P00597,9.24,0.01
4,P00598,13.38,0.01
4,P00599,8.08,0.01
4,P00600,3.61,0.01
4,P00601,2.34,0.01
4,P00602,5.93,0.01
4,P00603,5.32,0.01
4,P00604,13.34,0.01
4,P00605,3.17,0.01
4,P00607,5.89,0.01
4,P00608,4.46,0.01
4,P00609,7.65,0.01
4,P00610,1.69,0.01
4,P00611,17.36,0.01
4,P00612,4.24,0.01
4,P00613,3.96,0.01
4,P00614,3.74,0.01
4,P00615,2.98,0.01
4,P00616,8.04,0.01
4,P00617,3.03,0.01
4,P00618,1.23,0.01
4,P00619,2.28,0.01
4,P00620,4.91,0.01
4,P00621,3.26,0.01
4,P00622,10.69,0.01
4,P00623,8.9,0.01
4,P00624,2.82,0.01
4,P00625,6.63,0.01
4,P00627,3.05,0.01
4,P00628,2.25,0.01
4,P00629,2.75,0.01
4,P00630,6.41,0.01
4,P00631,3.23,0.01
4,P00632,5.04,0.01
4,P00633,3.88,0.01
4,P00634,4.25,0.01
4,P00636,6.94,0.01
4,P00637,4.2,0.01
4,P00638,4.41,0.01
4,P00639,3.77,0.01
4,P00640,7.63,0.01
4,P00641,11.8,0.01
4,P00642,3.38,0.01
4,P00644,2.7,0.01
4,P00645,5.99,0.01
4,P00646,7.26,0.01
4,P00647,4.35,0.01
4,P00648,10.19,0.01
4,P00649,14.59,0.01
4,P00650,3.45,0.01
4,P00651,3.3,0.01
4,P00652,4.71,0.01
4,P00653,10.53,0.01
4,P00654,2.63,0.01
4,P00655,2.46,0.01
4,P00656,13.03,0.01
4,P00657,13.47,0.01
4,P00658,3.92,0.01
4,P00659,3.37,0.01
4,P00661,2.78,0.01
4,P00662,4.94,0.01
4,P00663,2.39,0.01
4,P00664,7.03,0.01
4,P00665,11.92,0.01
4,P00666,2.43,0.01
4,P00667,5.11,0.01
4,P00668,5.03,0.01
4,P00669,4.52,0.01
4,P00670,8.37,0.01
4,P00671,3.83,0.01
4,P00672,2.31,0.01
4,P00673,2.47,0.01
4,P00674,5.3,0.01
4,P00675,8.48,0.01
4,P00676,13.82,0.01
4,P00677,10.88,0.01
4,P00678,3.22,0.01
4,P00679,5.38,0.01
4,P00680,2.33,0.01
4,P00681,5.47,0.01
4,P00682,3.42,0.01
4,P00683,10.06,0.01
4,P00684,2.36,0.01
4,P00685,1.96,0.01
4,P00686,3.78,0.01
4,P00687,6.16,0.01
4,P00688,2.15,0.01
4,P00689,2.35,0.01
4,P00690,3.91,0.01
4,P00691,2.64,0.01
4,P00692,9.84,0.01
4,P00693,8.25,0.01
4,P00694,3.44,0.01
4,P00695,5.45,0.01
4,P00696,2.12,0.01
4,P00697,2.56,0.01
4,P00698,2.52,0.01
4,P00699,4.18,0.01
4,P00700,3.42,0.01
4,P00701,5.68,0.01
4,P00702,5.13,0.01
4,P00703,14.06,0.01
4,P00704,2.77,0.01
4,P00705,12.13,0.01
4,P00706,7.71,0.01
4,P00707,3.04,0.01
4,P00708,2.49,0.01
4,P00709,3.68,0.01
4,P00710,9.04,0.01
4,P00711,6.92,0.01
4,P00712,6.76,0.01
4,P00713,6.05,0.01
4,P00714,4.66,0.01
4,P00715,4.54,0.01
4,P00716,5.36,0.01
4,P00717,8.48,0.01
4,P00718,2.03,0.01
4,P00719,1.82,0.01
4,P00720,9.88,0.01
4,P00721,13.67,0.01
4,P00722,6.66,0.01
4,P00723,4.02,0.01
4,P00724,4.59,0.01
4,P00725,7.3,0.01
4,P00726,5.62,0.01
4,P00727,2.08,0.01
4,P00728,8.85,0.01
4,P00729,9.13,0.01
4,P00730,6.01,0.01
4,P00731,4.06,0.01
4,P00732,6.73,0.01
4,P00733,2.62,0.01
4,P00734,8.33,0.01
4,P00735,10.74,0.01
4,P00736,11.43,0.01
4,P00737,5.75,0.01
4,P00738,4.3,0.01
4,P00739,5.06,0.01
4,P00740,3.41,0.01
4,P00741,13.22,0.01
4,P00742,4.66,0.01
4,P00743,7.14,0.01
4,P00744,11.71,0.01
4,P00745,3.74,0.01
4,P00746,9.75,0.01
4,P00747,11.49,0.01
4,P00748,6.62,0.01
4,P00749,6.04,0.01
4,P00750,6.49,0.01
4,P00751,7.95,0.01
4,P00752,4.29,0.01
4,P00753,9.02,0.01
4,P00755,3.01,0.01
4,P00756,11.45,0.01
4,P00757,4.06,0.01
4,P00758,7.42,0.01
4,P00759,3.05,0.01
4,P00760,2.14,0.01
4,P00761,1.85,0.01
4,P00762,2.9,0.01
4,P00763,11.38,0.01
4,P00764,11.61,0.01
4,P00765,3.63,0.01
4,P00767,6.86,0.01
4,P00768,11.13,0.01
4,P00769,3.12,0.01
4,P00770,8.01,0.01
4,P00772,2.07,0.01
4,P00773,2.49,0.01
4,P00774,2.36,0.01
4,P00775,5.15,0.01
4,P00776,4.84,0.01
4,P00777,7.79,0.01
4,P00778,1.31,0.01
4,P00779,10.47,0.01
4,P00780,8.82,0.01
4,P00781,3.98,0.01
4,P00782,6.94,0.01
4,P00783,5.39,0.01
4,P00784,5.77,0.01
4,P00785,7.16,0.01
4,P00786,3.61,0.01
4,P00788,4.01,0.01
4,P00789,2.96,0.01
4,P00790,5.84,0.01
4,P00791,4.15,0.01
4,P00792,3.98,0.01
4,P00793,7.72,0.01
4,P00794,5.59,0.01
4,P00795,4.85,0.01
4,P00796,3.69,0.01
4,P00797,2.8,0.01
4,P00798,2.95,0.01
4,P00799,8.21,0.01
4,P00800,3.67,0.01
4,P00801,6.43,0.01
4,P00802,1.96,0.01
4,P00803,1.92,0.01
4,P00804,7.43,0.01
4,P00805,16.14,0.01
4,P00806,4.19,0.01
4,P00807,3.85,0.01
4,P00808,2.9,0.01
4,P00809,2.31,0.01
4,P00810,7.51,0.01
4,P00811,7.28,0.01
4,P00812,10.31,0.01
4,P00813,5.11,0.01
4,P00814,8.2,0.01
4,P00815,3.66,0.01
4,P00816,13.62,0.01
4,P00817,7.3,0.01
4,P00818,9.73,0.01
4,P00819,4.62,0.01
4,P00820,3.98,0.01
4,P00821,3.31,0.01
4,P00822,8.4,0.01
4,P00823,14.88,0.01
4,P00824,3.03,0.01
4,P00825,2.4,0.01
4,P00826,8.59,0.01
4,P00827,2.83,0.01
4,P00828,10.82,0.01
4,P00830,8.68,0.01
4,P00831,2.76,0.01
4,P00832,5.1,0.01
4,P00833,3.41,0.01
4,P00834,8.04,0.01
4,P00835,3.72,0.01
4,P00836,17.25,0.01
4,P00838,9.9,0.01
4,P00839,7.73,0.01
4,P00840,5.89,0.01
4,P00841,2.85,0.01
4,P00842,2.02,0.01
4,P00843,9.87,0.01
4,P00844,7.17,0.01
4,P00845,4.05,0.01
4,P00846,2.58,0.01
4,P00848,3.53,0.01
4,P00849,2.0,0.01
4,P00850,3.14,0.01
4,P00851,5.39,0.01
4,P00852,2.26,0.01
4,P00853,2.46,0.01
4,P00854,1.61,0.01
4,P00855,2.05,0.01
4,P00856,4.8,0.01
4,P00857,5.23,0.01
4,P00858,4.74,0.01
4,P00859,5.15,0.01
4,P00860,19.81,0.01
4,P00861,5.81,0.01
4,P00862,4.06,0.01
4,P00863,4.89,0.01
4,P00864,4.0,0.01
4,P00865,7.14,0.01
4,P00866,7.62,0.01
4,P00867,6.77,0.01
4,P00868,3.33,0.01
4,P00869,3.43,0.01
4,P00870,7.76,0.01
4,P00871,1.94,0.01
4,P00872,5.56,0.01
4,P00873,6.14,0.01
4,P00874,5.11,0.01
4,P00875,7.21,0.01
4,P00876,5.15,0.01
4,P00877,3.11,0.01
4,P00878,1.93,0.01
4,P00879,2.67,0.01
4,P00880,2.35,0.01
4,P00881,2.84,0.01
4,P00882,3.5,0.01
4,P00883,8.94,0.01
4,P00884,5.37,0.08000000000000007
4,P00885,10.32,0.01
4,P00886,2.81,0.01
4,P00887,4.24,0.01
4,P00888,4.76,0.01
4,P00889,2.44,0.01
4,P00890,7.6,0.01
4,P00891,11.34,0.01
4,P00892,13.15,0.01
4,P00893,5.08,0.01
4,P00894,8.41,0.01
4,P00895,1.91,0.01
4,P00896,5.61,0.01
4,P00897,12.2,0.01
4,P00898,10.24,0.01
4,P00899,6.09,0.01
4,P00900,3.07,0.01
4,P00901,3.66,0.01
4,P00902,8.77,0.01
4,P00904,3.47,0.01
4,P00905,3.33,0.01
4,P00906,2.04,0.01
4,P00907,6.21,0.01
4,P00909,3.66,0.01
4,P00911,1.91,0.01
4,P00912,3.37,0.01
4,P00913,7.25,0.01
4,P00914,3.13,0.01
4,P00915,2.92,0.01
4,P00916,10.87,0.01
4,P00917,2.87,0.01
4,P00918,9.17,0.01
4,P00919,3.83,0.01
4,P00920,2.87,0.01
4,P00921,2.58,0.01
4,P00922,3.75,0.01
4,P00923,2.79,0.01
4,P00924,4.06,0.01
4,P00925,9.98,0.01
